,0,101,102,103,104,105,201,202,203,204,205,206,301,302,303,304,305,306,401,402,403,404,405,501,502,503,504,505,601,602,603,604,605,606,701,702,703,704,705,801,802,803,804,805,901,902,903,904,905,906,1001,1002,1003,1004,1005,1006,1101,1102,1103,1104,1105,1201,1202,1203,1204,1205,1206,1301,1302,1303,1304,1305,1401,1402,1403,1404,1405,1501,1502,1503,1504,1505,10101,10102,10103,10104,10105,10106,10201,10202,10203,10204,10205,10206,10301,10302,10303,10304,10305,10306
0,inf,164.870683141919,146.260681751095,150.503070244568,166.829624271954,157.004368074405,1021.95288805718,1020.66499634079,1028.50046220748,1032.86349661525,1051.24856784166,1006.61330089517,729.306519235622,729.502400262705,745.249256997546,739.204988702745,719.800532830034,740.33595815219,880.540815508348,865.693277574074,892.017867923058,890.889667911925,888.612784932476,735.086263529903,763.936392365535,746.872627068768,733.225001610668,716.2497435378,514.079887935911,521.776738657785,536.320135586887,504.875194261554,498.879652034181,505.029921943266,829.728606799239,842.22777184444,843.744330161613,825.849029520752,817.083823087634,756.70848275039,765.064614907417,770.373432565459,736.680634129077,742.677771847635,976.984441954523,982.365128317201,986.163128735644,987.88184065497,957.146408188591,956.338062519986,506.35125020033,499.136728888208,492.21656117447,515.691885625045,519.164845785633,507.21756073944,960.944855923058,952.588988480924,942.450780196263,951.708513078459,966.041055690082,356.773419813919,351.177876342849,325.83458036096,329.180014170278,355.399949694907,354.438558233882,391.448179331115,389.49229311024,384.417005513553,406.846342744723,403.89404627683,853.605320618468,832.556532646677,847.320641062477,870.788288046939,878.060972974295,403.672797588218,408.138245246612,416.912287908845,413.821315598601,416.281664441223,455.637313266224,466.840027405712,438.515497998959,434.500379825269,454.233811772863,469.545303787728,351.510001575711,350.220603219626,364.121219384249,364.39229341026,340.326862654267,334.907502371557,288.666703586142,277.193426202564,317.296020057368,298.849970337417,290.276811329667,272.929184462212
101,163.377474225066,inf,inf,inf,inf,inf,1004.23524999141,1007.36506358283,1016.13353228738,1024.59029137869,1020.92661078364,987.048605779577,836.143499932863,819.209090987876,855.056113927189,843.241231576192,839.283987200768,839.862407291326,853.152595577401,829.009339955567,856.783166701878,863.019719575511,846.998814293609,894.014409347661,926.914925978303,907.871276809606,895.764437244085,877.796704789703,650.299394643227,652.420060555114,658.413773239858,638.700522827999,636.483678770505,643.321472570409,972.172927858539,975.896903118145,987.718695477405,966.207379025203,956.621882400643,919.955473673884,936.364296361129,926.011378108344,905.616889217163,914.94897883366,1133.02839131589,1131.35843038928,1137.32918612131,1133.86645760038,1126.86770524213,1118.06610212905,645.801028394203,637.149315262263,620.137930181859,642.749985369943,657.535942068812,645.411836670033,812.973871293934,792.449588052062,782.022219617645,800.60118045842,811.94215997609,248.123687972943,243.794020324915,225.686156527833,233.651888330266,262.4470294813,260.382702365276,263.988843337822,249.598001922016,257.51861117662,280.564512282782,265.78709852838,717.560711798235,696.986848577615,710.920309729119,735.032241907864,741.731534566549,375.085580908955,376.509627802634,386.787472189743,387.428466666265,388.459230400206,536.782859516527,553.518473972158,525.747884365136,523.064085027371,559.887890480117,556.269009910589,440.175121957686,437.850138490081,458.463249387068,454.344464497066,430.901058325969,422.824527452462,377.087059703243,373.459796365123,407.052619578877,405.696158232551,375.043066241062,361.902441911829
102,145.413631181722,inf,inf,inf,inf,inf,1003.15374733901,992.424891874879,999.46725597426,1006.85103676639,1012.60631566469,981.348860380121,817.53722511621,801.124889601191,836.251150799411,841.565038977915,795.074274555898,821.437564752695,841.470822945028,827.462312168698,847.252509517978,861.05119676371,844.939283507136,886.310588605358,902.941477820367,900.104445576865,888.242974481592,870.010038115392,655.732477678712,654.154708545927,662.044644372249,641.701683049384,626.366803772751,643.870040063359,965.070832168032,971.552655336289,980.324062323756,971.124891850991,950.120932807408,916.660846535885,935.152800124077,920.310166295859,902.443399604173,898.0289950469,1130.98221555658,1128.82551243714,1139.26420797575,1133.72521206065,1125.03596431762,1114.93738741444,643.125827154839,635.314921306866,619.872262760524,634.031626601609,652.502554195614,642.246506962996,828.975931335689,809.154876754436,810.559019477008,815.119066179852,821.097576221249,258.546616483902,254.131583377101,243.279389909204,257.079540591583,272.875943731984,270.863569882181,275.41057693537,257.08186807888,259.745606293065,289.655370792612,274.042668736065,739.587249584591,718.227770900754,732.933276991924,751.198068220713,772.496572541992,375.917283621315,379.334747517094,389.065245974525,387.550417048129,389.428157663215,515.390250353933,532.501769827187,514.377598911957,506.427647492464,529.727296144779,534.816794890672,436.131595030854,419.474038437319,455.835786782834,451.046585682158,436.65205693791,409.576721930756,378.675926384808,366.671490256244,388.716645134687,379.364591881425,366.436683283476,367.366158752536
103,150.000231878114,inf,inf,inf,inf,inf,988.109228287362,986.717586500282,993.768150298181,1001.88782183383,1007.73545281114,973.859294747569,801.453489801527,798.588703843668,835.08919510037,820.821563926709,792.470367399548,819.282442914838,835.209916845913,821.56131859607,841.739560468744,845.630811225534,839.442387246149,883.339674975166,899.395933710252,895.717819252477,883.701124467471,868.267863495859,654.488279388333,653.943571093805,670.354367863063,648.537101258688,650.015117987701,643.43425286909,965.849995644357,975.262604830829,980.135424007952,970.190863153891,951.095237774975,907.154936264242,931.235785121501,922.05151656646,906.492386690351,893.340127272926,1126.18631683642,1125.26744757775,1134.60755975182,1136.18063840802,1118.96741125024,1110.50168825923,649.30648096517,641.401648332422,625.480747465098,648.897120391448,652.710495784489,648.260070860022,813.640827674612,814.176675754618,796.961336468384,820.507565788258,824.962319940605,262.944349401152,259.046615518256,246.998274232367,259.503204336183,276.549152454037,275.310079931853,261.172505741828,256.883289921046,255.742949294473,290.358252430884,272.924971833158,728.766830547139,707.604739232316,722.306579180387,739.809658376169,750.581663072273,369.041311184478,373.494482553444,382.611856494126,380.289722211537,382.409904180789,511.245429921307,525.778649764986,511.262954177972,503.691072546897,526.477161035826,528.578204456157,431.722444752656,413.804842179494,451.702475662207,445.128274654419,433.948317289065,402.945387984877,365.298613254301,363.061044744199,383.028097366965,375.320126449226,362.905468318656,347.605763570378
104,166.29418616057,inf,inf,inf,inf,inf,982.359036341221,986.616530566416,992.462571154998,990.472829783018,994.845987622818,975.28652464527,832.232827497147,825.236194004773,849.355163693003,830.523015108306,812.963255265532,845.97349787375,836.465381492601,821.287172591282,848.312392801565,846.227744528612,835.53782616291,908.674734648837,925.91488993661,912.368376723317,899.513437487705,885.885069778103,671.836741349118,673.983870433386,678.406259948047,658.248491290353,655.318718456031,660.617073928588,983.756215974436,991.033465822957,999.03601434493,988.142770616151,968.910158222374,939.421973753603,942.613621530242,940.378782649601,921.542509772757,924.323702084234,1160.93674134384,1155.90167956069,1169.32969072705,1174.89243820543,1133.97154045696,1128.18993419865,652.801807180347,646.039586366428,640.931316249783,655.361206201947,664.156037233493,653.170226435466,787.66853907366,784.317832503912,779.343933462338,786.136141301889,797.466652799386,250.334092088759,248.060448222279,234.049569984966,243.146858838028,261.80807904399,262.2778834289,254.281833967243,238.308696775147,241.822259036668,268.199252769366,252.82578560799,726.621226966107,693.610327483753,719.46103065418,723.272047837005,749.758131666639,363.325136966396,362.484058686576,373.686606708574,376.382686549933,376.595839283413,528.924211399182,551.144468086844,515.207762586296,523.725841888485,535.951487382112,553.212598126149,453.847055614147,431.895902534797,459.849914753174,464.951722743991,438.926433919154,419.073946019311,380.306641584528,381.601785031137,397.999325539416,384.198019027764,369.723936404926,366.58133291929
105,155.085535201552,inf,inf,inf,inf,inf,1018.17541836567,1020.54177617252,1025.15713681661,1033.2236107805,1039.09927956572,1000.65302830609,833.032963999475,820.361506782305,853.198466526625,854.572157536853,825.998785037369,839.894362257014,863.865192359316,843.887606831406,867.799389509888,873.983820856088,871.013876865262,897.570793927355,917.002085924316,914.575527965179,899.669449876573,880.880045275776,637.467555846161,652.564627772948,646.39080609113,626.645473117375,623.465313776844,646.458603077725,965.466109232423,970.90304569977,967.528438669532,953.105852029023,933.87314007987,913.435471651136,928.440555187498,921.267384374664,899.590100053435,905.640993608549,1129.01339820578,1135.12384993999,1137.52096797485,1136.99828442328,1119.37820464497,1123.58422826448,632.744527927599,624.324649431975,609.212662454401,628.096016323668,644.716910378979,632.588102448075,807.598657478356,810.717013302018,780.556376093614,798.346886043197,820.188449323702,234.286982057436,231.007777222144,217.949177269234,228.432270704028,262.131022947885,258.117641261069,271.14082283504,257.804492209051,274.250055474111,288.250508338795,279.761150069449,743.298402978809,716.396500020784,742.529466086703,740.999066161256,750.181936280673,388.908767661102,389.905142604314,400.298021058533,408.152930777567,411.347946074606,540.315712350896,554.137292981855,538.833935272823,529.692365976736,557.039455923277,556.961726514892,445.97743108708,439.607983644505,463.309312320432,474.102491369202,440.711175520405,427.032381647084,389.704967370408,378.211470941868,409.629719289146,404.947841704008,379.504530835668,376.521639041056
201,961.957977329276,931.946015609082,950.24455814933,921.809959406335,919.471785097009,945.741266536581,inf,inf,inf,inf,inf,inf,530.656886117385,495.271228188405,524.435330167851,541.714892057185,521.774278218727,507.977602725374,208.763962115624,225.126427397307,221.472023203782,212.028091333135,184.987985595421,1249.32153591508,1246.90834144987,1264.92390533178,1234.73860894437,1272.71640417365,1379.05219602207,1413.5611395992,1395.02543198811,1364.06245469451,1369.86732745377,1394.40771311508,1508.30076540095,1521.46807360958,1537.29270238113,1509.23449954255,1496.45070071014,1400.79655481219,1411.70653828561,1393.87353976669,1391.65831748539,1407.38055219354,1445.44963954003,1456.04984905002,1450.28497352077,1401.89016473149,1438.89761363616,1440.98573009596,1468.64894633446,1458.27548024172,1461.73810209894,1496.42846487701,1476.05988877132,1465.18755809375,1472.22243844275,1489.92156130249,1459.49436556515,1457.61696691637,1496.56089640968,1172.51671005419,1169.76046408564,1153.96321451181,1147.12835161566,1167.36169014892,1175.73744082008,771.374463675239,755.802624506562,797.564068134485,779.904112802853,762.203982250986,942.673917714378,957.08118064178,944.129512173507,936.81214685815,939.261962495373,553.983658607392,552.608726170317,543.537150136679,546.233537712205,543.431348222952,733.553568535572,700.041723365378,719.235529626425,748.558791400621,742.897068509662,699.735055970075,767.191186047919,784.624196940228,762.048275968698,755.959473582972,751.375516127775,773.882326569884,756.232341306133,773.139568109516,748.849594127523,736.398472954547,743.63332458647,762.917597176535
202,980.347115088511,959.903025732871,954.874002100557,947.340345067781,950.517789886844,972.810368129848,inf,inf,inf,inf,inf,inf,542.625421921303,523.262908030676,554.839368832441,579.712415416953,539.577822615076,527.956866611116,214.646798312669,236.779884193623,224.335154862428,193.263580110119,193.345703702242,1273.22169442589,1250.26522670926,1271.38168907943,1259.16005382292,1274.04171073833,1405.84199053598,1428.8861279821,1428.29897283988,1389.3074177002,1398.88951228703,1419.71783443638,1525.7045350329,1540.32558554509,1533.35199325552,1529.86494391951,1516.16382731486,1421.21273497692,1430.05010742658,1411.48195408901,1396.06495156559,1420.9683843983,1452.65244197935,1464.42751646239,1455.18555119787,1457.68210424996,1437.89704702601,1440.40781674901,1492.95858183964,1485.34473820927,1490.40513301312,1510.26009646854,1496.91928000919,1489.55435156932,1498.76092420327,1522.72303625505,1498.47993824164,1483.25400512862,1505.89189427796,1195.57620251669,1201.97080578015,1189.33403434671,1181.84041292793,1187.16432412132,1195.39762273574,802.604104254163,786.759561913145,828.471885338446,802.435837528367,793.939609426942,987.18761135797,990.680294116394,989.051007446136,980.291970380196,984.774417686289,579.261128638996,580.785083142497,571.281165749106,569.830606417222,568.486381573601,734.339997026893,706.751106228077,724.29395861414,748.254784525895,744.452751106549,706.260339437831,783.063813263834,824.438522300327,785.596342374701,768.749764115715,771.941384036288,810.530401837933,788.103236971442,805.175101951291,788.754368277656,764.263031003994,763.66009564451,797.55553052697
203,989.168841068957,968.620912335507,963.836703035709,956.311146033893,958.275137623441,982.74423274602,inf,inf,inf,inf,inf,inf,542.333903412338,532.966373656372,566.293775756205,555.721265259839,546.040586779135,536.922904878236,226.132540316891,248.542721235566,223.082865276144,200.788629721628,202.734377237206,1265.5476870596,1258.31734566196,1275.65965241983,1266.32999559892,1270.48515927368,1423.2448576018,1435.95116784755,1436.04388699009,1397.97514224931,1407.38225975451,1427.29234875248,1533.40378377263,1548.32423574161,1539.96815843202,1524.66633396349,1524.51645527192,1421.42682131758,1434.74338457808,1419.95538786943,1416.0232789875,1427.27847938108,1453.5828345472,1472.06111390249,1462.45377070513,1455.59717553518,1437.84744192445,1443.3053315767,1511.51695519063,1491.40004013735,1495.32003308474,1518.14935790749,1524.78893393873,1496.02182133654,1524.29992987549,1529.30147851719,1506.56294365488,1489.58835791787,1510.73205534203,1203.00377405771,1208.3353611925,1194.69735116865,1188.62965095993,1195.46172493453,1203.5976810981,821.671481152318,791.693086969113,830.367510216042,808.2043826273,796.901281907494,990.397318478131,1004.07017354066,992.757230489073,983.044848646329,985.36677320122,586.485646575794,588.05422757799,578.561555914283,576.865713389567,575.710728522339,742.61788207829,737.912711857239,733.446618440046,757.185213398993,751.696634063238,738.388151879265,792.251755069339,831.931619116778,794.030073178491,777.399612136894,781.464392420715,818.892854944864,796.177100787904,813.211751774002,795.593664351531,780.062873518427,770.504179011261,793.224148996577
